TITLE,ARTIST,IS_NEW
Soul to Squeeze,Red Hot Chili Peppers,false
Suck My Kiss,Red Hot Chili Peppers,false
Under the Bridge,Red Hot Chili Peppers,false
Savior,Rise Against,false
Swing Life Away,Rise Against,false
Dragula,Rob Zombie,false
Living Dead Girl,Rob Zombie,false
Superbeast,Rob Zombie,false
(I Can't Get No) Satisfaction,The Rolling Stones,false
Brown Sugar,The Rolling Stones,false
Gimme Shelter,The Rolling Stones,false
Jumpin' Jack Flash,The Rolling Stones,false
Love Is Strong,The Rolling Stones,false
"Paint It, Black",The Rolling Stones,false
Start Me Up,The Rolling Stones,false
Sympathy For The Devil,The Rolling Stones,false
Under My Thumb,The Rolling Stones,false
Walk This Way (feat. Aerosmith),"Run–D.M.C.,Aerosmith",false
Cherry Bomb,The Runaways,false
Limelight,Rush,false
Tom Sawyer,Rush,false
Hurricane,Scorpions,false
Wind Of Change,Scorpions,false
Refuse / Resist,Sepultura,false
Roots Bloody Roots,Sepultura,false
Empty Walls,Serj Tankian,false
Stay,Shakespears Sister,false
Hurry Up Harry,Sham 69,false
Tear You Apart,She Wants Revenge,false
These Things,She Wants Revenge,false
A Symptom Of Being Human,Shinedown,false
Cities In Dust,Siouxsie and the Banshees,false
Face To Face,Siouxsie and the Banshees,false
Happy House,Siouxsie and the Banshees,false
Peek-A-Boo,Siouxsie and the Banshees,false
Spellbound,Siouxsie and the Banshees,false
18 and Life,Skid Row,false
Youth Gone Wild,Skid Row,false
Brazen (Weep),Skunk Anansie,false
Hedonism (Just Because You Feel Good),Skunk Anansie,false
Twisted (Everyday Hurts),Skunk Anansie,false
Weak,Skunk Anansie,false
Angel Of Death,Slayer,false
Dead Skin Mask,Slayer,false
Raining Blood,Slayer,false
South Of Heaven,Slayer,false
War Ensemble,Slayer,false
Alkaline,Sleep Token,false
Blood Sport,Sleep Token,false
Chokehold,Sleep Token,false
Rain,Sleep Token,false
The Offering,Sleep Token,false
The Summoning,Sleep Token,false
(sic),Slipknot,false
Before I Forget,Slipknot,false
Duality,Slipknot,false
People = Shit,Slipknot,false
Psychosocial,Slipknot,false
Snuff,Slipknot,false
Spit It Out,Slipknot,false
The Heretic Anthem,Slipknot,false
Unsainted,Slipknot,false
"Vermilion, Pt. 2",Slipknot,false
Wait and Bleed,Slipknot,false
1979,The Smashing Pumpkins,false
Ava Adore,The Smashing Pumpkins,false
Bullet With Butterfly Wings,The Smashing Pumpkins,false
Disarm,The Smashing Pumpkins,false
Perfect,The Smashing Pumpkins,false
The Beginning Is The End Is The Beginning,The Smashing Pumpkins,false
Today,The Smashing Pumpkins,false
"Tonight, Tonight",The Smashing Pumpkins,false
Zero,The Smashing Pumpkins,false
Ask,The Smiths,false
Bigmouth Strikes Again,The Smiths,false
Girlfriend in a Coma,The Smiths,false
Heaven Knows I'm Miserable Now,The Smiths,false
How Soon Is Now?,The Smiths,false
I Started Something I Couldn't Finish,The Smiths,false
Panic,The Smiths,false
Sheila Take a Bow,The Smiths,false
Stop Me If You Think You've Heard This One Before,The Smiths,false
This Charming Man,The Smiths,false
Unhappy Birthday,The Smiths,false
What Difference Does It Make?,The Smiths,false
Sex Dwarf,Soft Cell,false
Tainted Love,Soft Cell,false
Halo,Soil,false
Black Hole Sun,Soundgarden,false
Burden In My Hand,Soundgarden,false
Fell On Black Days,Soundgarden,false
Outshined,Soundgarden,false
Pretty Noose,Soundgarden,false
Rusty Cage,Soundgarden,false
Spoonman,Soundgarden,false
A Message to You Rudy,The Specials,false
Circle With Me,Spiritbox,false
It's Been Awhile,Staind,false
Outside,Staind,false
We Built This City,Starship,false
Push It,Static-X,false
Edge of Seventeen,Stevie Nicks,false
Dead & Bloated,Stone Temple Pilots,false
Interstate Love Song,Stone Temple Pilots,false
Plush,Stone Temple Pilots,false
Sex Type Thing,Stone Temple Pilots,false
Vasoline,Stone Temple Pilots,false
I Wanna Be Your Dog,The Stooges,false
Search and Destroy,The Stooges,false
Last Nite,The Strokes,false
Santeria,Sublime,false
What I Got,Sublime,false
Institutionalized,Suicidal Tendencies,false
You Can't Bring Me Down,Suicidal Tendencies,false
Fat Lip,Sum 41,false
In Too Deep,Sum 41,false
Burning Heart,Survivor,false
Eye of the Tiger,Survivor,false
Ballroom Blitz,Sweet,false
Aerials,System Of A Down,false
B.Y.O.B.,System Of A Down,false
Bounce,System Of A Down,false
Chop Suey!,System Of A Down,false
Cigaro,System Of A Down,false
Deer Dance,System Of A Down,false
Forest,System Of A Down,false
I-E-A-I-A-I-O,System Of A Down,false
Lonely Day,System Of A Down,false
Prison Song,System Of A Down,false
Question!,System Of A Down,false
Radio/Video,System Of A Down,false
Roulette,System Of A Down,false
Spiders,System Of A Down,false
Sugar,System Of A Down,false
Vicinity Of Obscenity,System Of A Down,false
Violent Pornography,System Of A Down,false
20th Century Boy,T. Rex,false
Bang A Gong (Get It On),T. Rex,false
Children of the Revolution,T. Rex,false
It's My Life,Talk Talk,false
Life's What You Make It,Talk Talk,false
Burning Down the House,Talking Heads,false
Psycho Killer,Talking Heads,false
Everybody Wants To Rule The World,Tears For Fears,false
Head Over Heels,Tears For Fears,false
Mad World,Tears For Fears,false
Pale Shelter,Tears For Fears,false
Shout,Tears For Fears,false
Fuck Her Gently,Tenacious D,false
Kickapoo,Tenacious D,false
Kielbasa,Tenacious D,false
Master Exploder,Tenacious D,false
Tribute,Tenacious D,false
Wonderboy,Tenacious D,false
Chinatown,Thin Lizzy,false
Cold Sweat,Thin Lizzy,false
Dancing In The Moonlight,Thin Lizzy,false
Don't Believe A Word,Thin Lizzy,false
Emerald,Thin Lizzy,false
The Boys Are Back In Town,Thin Lizzy,false
Waiting For An Alibi,Thin Lizzy,false
Whiskey In The Jar,Thin Lizzy,false
Semi-Charmed Life,Third Eye Blind,false
Animal I Have Become,Three Days Grace,false
I Hate Everything About You,Three Days Grace,false
I Need to Know,Tom Petty and the Heartbreakers,false
Refugee,Tom Petty and the Heartbreakers,false
Hooker With A Penis,TOOL,false
Prison Sex,TOOL,false
Stinkfist,TOOL,false
Cornflake Girl,Tori Amos,false
Africa,TOTO,false
Hold the Line,TOTO,false
In Waves,Trivium,false
Pull Harder on the Strings of Your Martyr,Trivium,false
I Wanna Rock,Twisted Sister,false
We're Not Gonna Take It,Twisted Sister,false
Black No. 1 (Little Miss Scare -All),Type O Negative,false
Christian Woman,Type O Negative,false
I Don't Wanna Be Me,Type O Negative,false
My Girlfriend's Girlfriend,Type O Negative,false
Summer Breeze,Type O Negative,false
Everything About You,Ugly Kid Joe,false
Teenage Kicks,The Undertones,false
The Bird and the Worm,The Used,false
The Taste of Ink,The Used,false
Ain't Talkin' 'Bout Love,Van Halen,false
Hot for Teacher,Van Halen,false
Jump,Van Halen,false
Panama,Van Halen,false
Runnin' with the Devil,Van Halen,false
Why Can't This Be Love,Van Halen,false
Turning Japanese - Non Stop Edit,The Vapors,false
Fall to Pieces,Velvet Revolver,false
Slither,Velvet Revolver,false
Seether,Veruca Salt,false
Sports,Viagra Boys,false
Blister In The Sun,Violent Femmes,false
Fade To Grey,Visage,false
The Devil's Bleeding Crown,Volbeat,false
Animal (Fuck Like A Beast),W.A.S.P.,false
Wild Child,W.A.S.P.,false
Check Yes Juliet,We The Kings,false
Hash Pipe,Weezer,false
Island In The Sun,Weezer,false
Chaise Longue,Wet Leg,false
Teenage Dirtbag,Wheatus,false
Fell In Love With a Girl,The White Stripes,false
My Doorbell,The White Stripes,false
Seven Nation Army,The White Stripes,false
More Human Than Human,White Zombie,false
Thunder Kiss '65,White Zombie,false
Angels,Within Temptation,false
Faster,Within Temptation,false
Memories,Within Temptation,false
Stand My Ground,Within Temptation,false
parents,YUNGBLUD,false
